student_id,session_id,activity_type,activity_score,response_time,mistakes_count,feedback_rating,audio_features,writing_features,interaction_duration,device_type,timestamp,environment_temp,environment_noise_level,performance_category
78,effa3ce9-a7c8-494d-9305-8dfaa3c60dc2,reading,91.16,6.88,1,4,"[0.7296756126599095, 0.8543394774897783, 0.8225298413420504, 0.9648281322359422, 0.5823415709669064]","[48.84956326599054, 40.18871998907301, 15.369104284420454]",36.49,wearable,2024-03-08 00:46:01,21.39,57.64,1
21,6b9e0b49-c335-4a27-89c7-24109bba55fd,listening,83.33,6.74,4,1,"[0.41943219478930904, 0.14679041677993676, 0.12856938883568977, 0.48100162973787775, 0.17610884028751406]","[60.68469555401391, 88.09730056396575, 88.29148165187222]",41.25,wearable,2024-06-07 11:55:47,21.06,55.89,0
39,7aec931a-246b-4068-b41a-8ae4751ecf89,speaking,95.44,3.57,5,5,"[0.7636834771936095, 0.3578675940344107, 0.8223762811176367, 0.9975141099132424, 0.12702340479645355]","[89.73658657909318, 62.26305335986581, 97.33826191648211]",30.58,tablet,2024-07-29 10:21:33,24.24,31.87,1
71,343f92f4-6486-4d39-8b23-79aaa07bf159,speaking,73.41,2.54,2,5,"[0.9778088201311634, 0.8352765165446531, 0.8672926791213734, 0.9441687082905048, 0.1765931375078068]","[38.55975925133334, 7.103488904400212, 21.07931015500286]",17.62,tablet,2024-02-19 18:35:01,22.35,38.06,0
15,9c3c9472-a08f-4c8a-9502-06e13e62a1fd,writing,64.04,3.34,4,5,"[0.23254800719688185, 0.9757691181210685, 0.7833632562266263, 0.9709853187426057, 0.4957664378571177]","[27.83684816626566, 79.82931972091866, 32.62539180411468]",21.47,tablet,2024-08-06 02:51:50,21.16,33.89,0
77,b4c8f137-c26d-4315-a440-633bd90566c9,writing,70.26,4.84,4,3,"[0.7065947873311573, 0.15630835799750642, 0.2894562456988087, 0.8281212762625088, 0.2322297312253937]","[34.26451465225215, 86.46589218581401, 15.492531114344265]",9.55,smartboard,2024-05-22 03:39:39,22.42,39.07,0
19,bcdfcccc-86ab-4441-8d9f-9b4f2f80dce1,speaking,82.54,8.43,0,5,"[0.22343363933746885, 0.6226291760988565, 0.5549578843508776, 0.22967090741187962, 0.6615986369760841]","[27.364041786077166, 48.78343185440125, 8.227232427706188]",30.28,tablet,2024-07-23 10:32:28,21.53,54.67,0
14,3d1bbe42-6539-4b65-a456-3662acca0bff,reading,62.28,5.35,1,3,"[0.5125882817182942, 0.7525054686692069, 0.6168588175811899, 0.700491103474763, 0.7993443570865805]","[86.22029736581888, 31.38754967224705, 53.802270536390296]",51.21,tablet,2024-08-30 11:00:00,24.95,56.69,0
38,8cae56f2-c211-4a06-8703-c4f6f2146c50,speaking,74.86,3.56,2,2,"[0.5404532836659298, 0.767477306652438, 0.5433121636779679, 0.5348627769823017, 0.8544073789736205]","[36.14037790671863, 85.97946748116456, 40.680480095172356]",23.05,smartboard,2024-03-10 17:13:56,22.27,52.87,0
13,b167fcde-845c-4d8a-a9a5-6567e57bb36f,speaking,65.04,3.57,0,3,"[0.9563003430967828, 0.2579424646432217, 0.6109545861379491, 0.6213830199957441, 0.5406620158452203]","[64.47452485768186, 22.982672579761843, 55.266226777674824]",25.47,smartboard,2024-03-05 03:58:51,23.31,34.24,0
56,a2ed81fa-db7d-40ea-b80c-78f3be1c006b,speaking,82.84,3.48,1,4,"[0.35077875680353277, 0.2968388202912249, 0.2645540018819354, 0.8431398564046003, 0.3571368108948013]","[92.71237818644494, 96.99265253451908, 57.126046993709735]",12.87,tablet,2024-10-11 23:24:11,21.87,53.93,0
71,0afc6961-89d7-4722-812a-2b370124e129,speaking,74.7,2.7,3,4,"[0.6011064198353692, 0.8606087663464312, 0.8163337484291522, 0.2576108261173179, 0.70548815297122]","[22.05042634356471, 21.820753455217222, 87.40717733051852]",18.73,smartboard,2024-04-11 11:20:34,21.32,30.02,0
25,599e2835-c492-4d7c-9ab4-b7afdca728be,speaking,94.83,8.34,1,3,"[0.6645960415816102, 0.775239187544958, 0.23684371068204263, 0.5124912351288179, 0.41609744861390285]","[9.37765262570165, 48.61304852149241, 92.07396503426354]",7.2,smartboard,2024-11-22 19:11:04,21.46,36.23,1
40,da980e88-4226-4e58-aaf6-30f0cbc7e33e,writing,69.53,9.27,4,1,"[0.5212621488108611, 0.519669471645837, 0.784518078209754, 0.23904298360443324, 0.5385388186900457]","[42.99852141210597, 59.69106905466561, 99.95577032504386]",47.32,tablet,2024-11-05 05:13:12,21.99,54.83,0
38,795c12b4-46d6-4164-ba67-b8bc06cb1fd9,writing,66.83,2.24,0,1,"[0.28400353521784577, 0.4063704005028337, 0.5595226817136039, 0.6536162264870798, 0.9195451454929796]","[50.98540095504577, 50.127564462572934, 5.024300982298213]",6.92,tablet,2024-05-24 13:57:34,22.76,43.15,0
87,dca79c6f-b844-4e2a-8af2-c8da989b7700,writing,93.57,3.29,5,4,"[0.12247449590534465, 0.5041348911371133, 0.3137307010770317, 0.1446529360049537, 0.7521384581628661]","[11.159299995724748, 60.83195000077717, 28.104975016688915]",14.54,smartboard,2024-05-27 14:08:29,21.9,54.04,1
73,2ce05f4b-ac58-489e-b42b-c386933e382f,reading,75.68,8.01,4,3,"[0.21293766711923562, 0.7954942776985712, 0.31323999241598377, 0.7096538168999855, 0.6092033993568967]","[92.91447172116874, 38.732251797531404, 6.616518883444044]",6.05,smartboard,2024-09-10 22:05:14,24.13,45.74,0
60,60ffc67a-b3c1-4e7a-9dc7-603d55cb21de,reading,91.01,3.88,4,2,"[0.4105753709619103, 0.12709348499018705, 0.9653430921167009, 0.7010811160307321, 0.9398845789833756]","[26.549640742907233, 61.146361122566084, 67.84999682926379]",22.47,smartboard,2024-10-07 18:13:14,24.24,58.41,1
92,375af2ff-d26f-49ce-a79e-bb55fd072dbc,speaking,95.39,7.91,4,4,"[0.34971821175245865, 0.3534544378950686, 0.9670242884014342, 0.10925604634212283, 0.74444497591793]","[70.62461625552622, 62.26895409497975, 99.01088460868658]",22.15,tablet,2024-06-25 23:49:40,21.7,32.37,1
61,8db03947-eeec-4842-894b-10d8fb075627,speaking,77.71,4.09,3,4,"[0.4090480319598798, 0.8511146112300649, 0.9419360621747461, 0.2671597648046671, 0.4352580383981193]","[92.8630562115394, 6.180846068922263, 9.236052811137851]",13.95,wearable,2024-06-21 20:21:13,22.98,34.51,0
100,4cbfb692-05ab-4cc0-aa3d-fa87234ff241,writing,98.72,5.57,0,2,"[0.5513661643151497, 0.32199275422486584, 0.5238642271912601, 0.6957222693733104, 0.7760594232586385]","[75.3868082709913, 57.789111269408835, 90.43597749938573]",49.96,smartboard,2024-01-14 02:36:26,23.79,31.67,1
97,091ca2ea-2691-41ea-b332-702881be0778,speaking,60.28,3.7,1,2,"[0.697171234522107, 0.47007773999429125, 0.46216563336938055, 0.8961281994066523, 0.9060065633186548]","[90.91752640535857, 31.38780765150273, 69.10558127392618]",19.94,wearable,2024-11-28 07:31:53,20.95,35.54,0
27,d4a25a08-1f64-4b52-8389-cea3c05f886d,speaking,73.68,5.44,1,4,"[0.8478542539495615, 0.2079019841254409, 0.7614332626554048, 0.5783094227703748, 0.3591508084083932]","[49.281958453282456, 29.994206977702266, 59.608195523830595]",28.86,wearable,2024-04-30 17:32:14,20.82,33.5,0
71,85f40c8b-59e4-4e49-b035-00a12a816a63,reading,81.87,9.22,2,1,"[0.409561917901917, 0.7597000965003609, 0.6927952194457903, 0.938399422878533, 0.8388829155692268]","[56.660525890546296, 65.70304982341074, 89.83864665840349]",26.97,smartboard,2024-01-16 15:59:45,21.63,30.32,0
84,0a3050a1-2664-4141-85ec-a38721c81994,reading,93.06,8.41,5,1,"[0.19400906629013626, 0.6191716430194302, 0.5175835283501987, 0.2068381859582003, 0.9825114043546512]","[21.469588746335543, 6.723418009056115, 59.48473795019096]",45.64,tablet,2024-02-03 17:32:48,20.16,49.76,1
30,c15039ed-db4a-4d44-9a85-40ada20aa010,reading,81.29,2.83,0,4,"[0.2552714892517259, 0.6111768675844724, 0.3667218521619595, 0.9444841557861845, 0.8368662065356457]","[98.3567206513663, 25.967083895041398, 96.9723632797977]",28.72,tablet,2024-01-11 09:04:05,21.74,31.51,0
57,b381d7f7-d1ee-4605-b2b0-20b35c4ce1c1,reading,62.11,7.54,2,2,"[0.5121360949906252, 0.30386946343249516, 0.6525732756927094, 0.32757230642510005, 0.6198685789099804]","[35.92087469826903, 82.3552226611819, 82.06961607667793]",31.25,wearable,2024-05-11 06:19:19,21.75,40.88,0
41,a0988aeb-3c60-40cd-b79c-c7240dc4d17c,writing,92.23,4.63,1,3,"[0.2881534363361614, 0.17621950768777617, 0.5200238087959675, 0.5339188890278577, 0.8568178393626165]","[22.123869644606398, 38.099127366839994, 80.8405738893691]",50.3,wearable,2024-09-20 08:32:48,21.92,43.77,1
65,b00835b9-6f1d-43b8-8041-ce75678d82e0,speaking,72.13,9.46,1,1,"[0.20677938916742228, 0.940374480701323, 0.7154798066518089, 0.578414937418058, 0.1293931547060463]","[47.55961918220083, 40.774810500273226, 16.121881197512256]",41.1,tablet,2024-08-23 15:26:52,24.86,46.87,0
11,774c8be8-9249-4807-91ae-4b3b0bf4e4a4,listening,88.59,2.55,0,2,"[0.4759002962352953, 0.2047226366480463, 0.6515162519828593, 0.9446339423927391, 0.6955999592244747]","[7.680304831442153, 35.466620498508284, 55.066337944085156]",27.18,wearable,2024-04-12 22:41:14,24.17,54.44,1
65,975288b1-4f28-457d-8e75-bbc53db10fb0,speaking,84.47,4.99,1,5,"[0.3298027363869197, 0.1952868863918164, 0.41940791513789866, 0.47185526548694756, 0.7082406325936662]","[65.81598242975734, 7.0108139641256955, 39.525931543115775]",15.0,smartboard,2024-08-03 18:00:05,20.78,54.82,0
54,67e9a7a4-b3d4-4844-8901-4e01a69a192e,reading,61.68,5.35,5,5,"[0.2513832901898664, 0.8913971941106266, 0.6013364619475317, 0.3082425727391632, 0.5521845584497388]","[73.14863597031159, 95.81180089194338, 22.044600424541894]",53.74,wearable,2024-06-23 12:19:44,24.67,57.49,0
79,ad3e2e89-6982-468f-bfaa-4b922fb6a6e7,listening,85.42,7.04,3,4,"[0.4628895698654405, 0.7771580940734091, 0.5781646165158387, 0.709694264105465, 0.485612113463916]","[73.14964640431391, 82.4471517604549, 14.64362566028161]",50.81,tablet,2024-01-05 22:33:38,22.7,55.34,1
48,8e8102ea-d431-45f9-8ad2-60926a1444bb,writing,77.25,5.03,0,2,"[0.9235546592655002, 0.32605234079356116, 0.8597910927575287, 0.5356185152584637, 0.5626858982961338]","[30.8468281489484, 57.30422006190157, 32.52111962762113]",7.16,tablet,2024-04-03 15:11:48,21.36,30.19,0
49,28fc8138-5451-43cf-94a8-fe036be17f04,reading,99.13,9.73,2,5,"[0.45563976772507453, 0.7555337689056814, 0.41122548856938246, 0.7039838413773785, 0.8248870387413811]","[94.67562446922408, 40.0212275849672, 78.32979829560477]",19.63,tablet,2024-11-03 15:32:10,24.95,30.77,1
47,f61f8449-c32f-4f34-a980-ab2d9d998754,reading,84.14,7.28,0,1,"[0.719241001366716, 0.20834882091018012, 0.9446768051258174, 0.26306495114507455, 0.660478062915857]","[22.267607912308495, 30.72164170212709, 54.645854172812435]",27.95,smartboard,2024-06-19 10:52:20,20.8,35.13,0
5,637a1741-e91c-4685-a6bf-d573b832448c,writing,76.73,8.06,2,3,"[0.9081681821630097, 0.17571489603344456, 0.4537935168034609, 0.19022100735058897, 0.1149332325693381]","[66.17186826439566, 60.24494419665878, 16.301911381488623]",17.86,tablet,2024-10-20 08:34:02,20.12,55.05,0
66,3c2c8748-45b5-41ae-b125-879755f69fa9,listening,98.99,3.08,5,1,"[0.30832769238876834, 0.8815685715522407, 0.9338174181605663, 0.47766464452612933, 0.14556022504216673]","[3.93918336928194, 57.39498660690104, 39.2895108893179]",6.58,smartboard,2024-08-16 23:24:50,22.92,30.34,1
36,baca2a7a-c9fa-484d-96f5-abaf6c76475d,speaking,91.49,4.45,3,2,"[0.1362322027083089, 0.629516998884838, 0.4579159729897493, 0.9764203720214345, 0.589778796253332]","[27.52391810370083, 70.94388646339748, 27.149200254271133]",54.73,smartboard,2024-08-31 18:01:23,21.87,46.5,1
40,2ae1172a-cd02-4976-bcd3-8ec53411be30,speaking,62.02,5.41,4,5,"[0.8491271856948954, 0.8250839248270078, 0.30188670296817366, 0.30347116390950646, 0.8355747809919131]","[93.03984201693255, 9.536092127300355, 45.005863942622526]",23.56,tablet,2024-01-22 08:47:06,24.35,32.51,0
53,694f4811-1bae-4713-81bc-cd169967a889,speaking,68.45,8.02,2,1,"[0.14616446408309403, 0.5432818426428604, 0.49789633121174803, 0.40096106108987384, 0.45511508378703147]","[52.99405869302329, 16.136735838838312, 57.19958782835928]",49.3,tablet,2024-06-15 00:06:12,23.8,34.62,0
99,d0b4c4aa-4380-473c-a724-786380b2fd4f,speaking,65.97,4.15,3,1,"[0.42496725370693356, 0.46761002326763434, 0.7117274951500108, 0.15101238894925187, 0.13120543380345975]","[39.191056294390904, 69.71636921379805, 19.343534295648258]",40.28,wearable,2024-02-09 23:17:45,21.3,56.58,0
98,b2a2ea57-9440-424d-a509-2a6428814d07,listening,95.83,4.38,4,3,"[0.30699437856691647, 0.4701735748596082, 0.3164784266621339, 0.7051454589625332, 0.843458216093457]","[67.3092130911217, 82.43504472493495, 39.69921622074742]",13.6,wearable,2024-05-18 22:08:12,23.69,40.81,1
38,6a895bc9-6c33-40e2-b682-76307811cb22,reading,86.85,4.17,0,2,"[0.1731066713260054, 0.993323615938987, 0.24058135713753936, 0.9895788945671329, 0.9795519393098026]","[79.38181039080396, 65.94229620819976, 57.78070502510847]",52.64,tablet,2024-01-15 19:59:05,21.45,44.03,1
86,83922268-b9ab-45d1-988d-249b861079d7,reading,84.78,5.29,2,5,"[0.48473780868124117, 0.39725620075187595, 0.6078086350160824, 0.8655170752136044, 0.28137554020568156]","[93.44330387534414, 68.90876537482296, 82.32732126800302]",35.59,wearable,2024-04-13 10:07:44,23.9,30.49,0
97,50036333-d2a1-497f-9e11-1cf58516c6de,speaking,92.74,2.32,4,3,"[0.9009220387265763, 0.992766472514779, 0.3646607159591001, 0.2892867006572143, 0.7888270274722367]","[25.302634092025322, 86.55623831722035, 10.28425921574767]",11.93,tablet,2024-12-03 23:54:24,24.9,50.22,1
97,b235f20e-95c4-4518-ad2f-3dc0f5b6be46,listening,93.88,4.59,2,1,"[0.708835374568544, 0.6348176445777375, 0.6428351081106523, 0.7142792135839494, 0.6178232558161887]","[42.906236930266594, 27.592269438054686, 76.8581330913202]",17.44,smartboard,2024-05-11 06:45:11,23.46,37.0,1
60,8add146c-fa3a-4bc4-ae58-93a10c198102,speaking,85.01,7.98,0,1,"[0.2968425000158853, 0.15394897077517747, 0.21787636869475668, 0.6453972705439229, 0.8645017656031619]","[4.499682123542437, 73.41512590416463, 34.13186459500521]",31.32,wearable,2024-04-08 14:09:02,24.64,39.96,1
72,e3763dbd-254f-4a32-8dbb-14754fda97b2,reading,78.61,2.11,4,4,"[0.17343884800435455, 0.33273243202130565, 0.12506701673896697, 0.6682377934434258, 0.48375852112146034]","[54.814520272802206, 17.464718589632955, 29.593202943661613]",41.51,smartboard,2024-04-18 10:17:43,24.83,31.51,0
87,325728c9-fbb9-44d7-b185-0d825cf8fd5e,speaking,95.62,6.62,1,4,"[0.6075276100800613, 0.5502506816869843, 0.16245467731376506, 0.1808891665625446, 0.6408208050931775]","[34.09585714355583, 91.72680665776807, 40.659053735947225]",12.88,tablet,2024-01-26 04:24:42,23.57,38.8,1
78,1b7d88c0-bce9-46ee-a641-a2de1d946478,speaking,81.02,7.58,2,5,"[0.9102377000818633, 0.8129720753215085, 0.7087249610854517, 0.7116698641556293, 0.9513321796288778]","[29.582409749653603, 0.11120941961874076, 27.19545593981987]",16.98,wearable,2024-11-29 18:18:16,23.31,49.01,0
66,daa99ffa-0273-40b9-9a66-7f6ac3232b28,reading,83.74,2.13,2,3,"[0.7559002490055827, 0.3911773712369424, 0.698550390105968, 0.600920585651938, 0.4084578328851165]","[13.457626710410775, 9.441889766048096, 83.15183331122236]",55.51,tablet,2024-07-01 06:50:02,23.25,33.1,0
6,bd23daf2-814e-48ef-87f8-3ffed0df3e8e,speaking,76.08,7.83,3,4,"[0.8018387956090612, 0.20639676006197974, 0.10002764696084418, 0.7409233412925444, 0.42093655838758504]","[25.448133161826025, 1.289746978952544, 54.02994067614997]",51.81,wearable,2024-06-06 19:54:53,24.79,46.97,0
3,a7335ecf-595e-492c-9c02-503a3d499c9c,reading,80.58,2.68,5,3,"[0.5939855213883398, 0.44198117106885515, 0.6464217527952192, 0.449853713088892, 0.3162692111053301]","[9.49652752283765, 31.491844458889574, 9.664483428775227]",14.73,wearable,2024-07-21 13:40:16,24.94,43.32,0
68,a626fe18-6d57-4251-a82f-43bc8681b15c,listening,81.27,8.99,5,4,"[0.996012010441619, 0.6244430044102134, 0.8312264389397545, 0.3942469219030078, 0.375169561702562]","[40.27037209945602, 67.25072626736491, 68.21916892550988]",22.34,smartboard,2024-08-24 07:35:54,20.67,48.97,0
88,2b9c8792-b170-4155-914e-1323a2013454,listening,65.13,6.63,0,5,"[0.724079915250678, 0.7305503467550065, 0.7781248995936371, 0.885573479409098, 0.5499630927683096]","[73.02491895295712, 61.91727353658367, 18.663993979768257]",6.41,tablet,2024-05-06 14:58:44,21.42,43.29,0
52,73f88f83-2e36-435a-86d2-45c00c0a4226,listening,84.68,8.8,3,3,"[0.2766211450355491, 0.21299481090862937, 0.9671319527268948, 0.1972401034387664, 0.5306419630964703]","[58.55637287933019, 54.137442090743825, 8.603215703294321]",8.14,tablet,2024-11-06 13:50:32,20.53,47.57,0
68,10430037-b4ab-4e09-8a8f-deea859078cc,writing,81.77,3.87,1,2,"[0.6739967276610324, 0.8380607518500844, 0.1374210638619344, 0.5483169491932381, 0.7203793708924212]","[25.23119270696871, 30.77709052931491, 61.36379029893838]",54.39,smartboard,2024-06-10 06:07:38,24.05,47.49,0
28,3217e616-880b-4042-8003-3849216aa3ef,writing,89.21,4.92,1,2,"[0.6768689752888819, 0.5195634320148013, 0.27094252281180486, 0.7315644464895315, 0.6008181736139399]","[35.86215819535914, 91.13391900786307, 2.0934117826733267]",22.37,wearable,2024-09-15 03:14:54,20.28,53.0,1
45,2f254bdb-da23-47e6-8679-18bd03f3baa9,writing,88.08,4.65,5,5,"[0.7080966119863658, 0.4563435035763549, 0.7806284122801909, 0.5087652964630355, 0.47105175504849905]","[93.4729915488301, 25.087909989070024, 12.044733999656543]",37.15,tablet,2024-01-10 02:28:39,24.85,41.34,1
43,1b0b8934-2756-48ef-991a-3aa5f5841a70,writing,62.48,4.71,1,2,"[0.5553384888876026, 0.24573070596899235, 0.6922919962508428, 0.9979744501091805, 0.5065655283832995]","[35.472855673021265, 40.070416683446666, 11.514617839520113]",53.58,wearable,2024-06-06 04:15:05,22.07,41.62,0
41,9c2311fa-ffc4-4ed4-917e-017b53644c75,speaking,86.39,5.54,4,2,"[0.6834101219270614, 0.15530166111770877, 0.8323510093500047, 0.9464535575914623, 0.6838888475434474]","[95.45659288588108, 15.143231436996329, 47.74161894803537]",38.1,wearable,2024-04-08 17:14:03,22.91,42.04,1
19,3bf5b1d0-fca4-42f0-9506-58d3eaf66e23,reading,73.52,3.01,5,2,"[0.45256820550605037, 0.24639473359493663, 0.7609291088429966, 0.287947841945131, 0.15270877475608047]","[55.236613781723435, 59.52297327194016, 87.19130612805056]",36.73,wearable,2024-09-30 23:59:00,21.73,54.09,0
4,1dd27f8c-9286-46cb-a9ac-b6b9472263fe,reading,81.61,2.63,0,4,"[0.6092655042819219, 0.9172166908794961, 0.45668136294839856, 0.3666932217098201, 0.22912251131621805]","[15.144552193535732, 43.27714843418189, 59.56798241615295]",9.43,tablet,2024-06-08 18:26:43,24.7,52.65,0
65,f98ce96e-492f-46b4-9d2f-23839af156d7,speaking,83.46,8.63,1,2,"[0.17216808113090198, 0.5291549899598119, 0.6670838141754971, 0.8457876155064603, 0.8051226040443409]","[27.706924971339962, 94.08801695592042, 12.434584143087035]",53.13,tablet,2024-05-31 21:02:15,24.85,35.31,0
52,e362ba36-9921-4977-95de-cdef94d9807c,speaking,88.88,2.32,0,4,"[0.4648805426252395, 0.5646549692779066, 0.6225807033186707, 0.9423435234237035, 0.7050256185647752]","[48.1277951219237, 80.96750362658894, 95.05328209544089]",6.21,tablet,2024-10-17 19:29:56,24.91,32.58,1
69,de743cbb-6562-4681-9f87-a897d4fb0231,speaking,92.58,4.24,5,5,"[0.21896169197848458, 0.49587007574245145, 0.6795609215028522, 0.4428566605211275, 0.14910886745442908]","[59.94611396587166, 90.24032761106747, 38.32153659472517]",16.9,smartboard,2024-07-13 04:53:57,22.21,31.45,1
58,02ac7080-1841-42e0-98db-76742bbfe5cb,writing,92.82,8.61,3,1,"[0.6292004170866655, 0.41779260004455054, 0.819805028001205, 0.5992183223095304, 0.8433390776950146]","[63.14587925830206, 78.44054732127972, 59.856299321776]",27.78,smartboard,2024-07-27 18:50:12,24.79,46.23,1
50,37b51d8f-7e81-4ba5-8c41-c853a773d85a,reading,84.2,3.76,2,2,"[0.6630857104845488, 0.6144468845346495, 0.26635455815232245, 0.15362838761782935, 0.6439233877432939]","[76.36922693503206, 52.34013709220082, 22.67726253196457]",41.66,tablet,2024-08-20 09:47:10,20.4,43.26,0
53,0c1e12a4-4c29-4db0-b4c7-1e5c83ffde40,reading,66.53,3.48,1,1,"[0.2820645542423833, 0.4480363513395801, 0.14603518505835789, 0.45801409683618843, 0.5605367024032307]","[48.329428496632524, 38.27841004030405, 83.91466080707525]",12.99,tablet,2024-02-09 15:22:11,22.53,31.86,0
4,8f946875-f200-44f7-8f32-f225bbb72657,reading,62.85,6.59,0,1,"[0.6094165823990388, 0.8902301615600112, 0.6020863080940658, 0.9638119183643652, 0.1438253635599368]","[9.800768478074106, 4.40658615703814, 18.527685033354004]",34.77,wearable,2024-03-22 06:30:00,23.23,31.37,0
71,c79b3ce5-b775-4340-ba13-efd1835ef203,listening,97.84,8.74,5,4,"[0.36695123394138385, 0.16946877720382117, 0.25289836589715153, 0.2142499723794754, 0.21095540136905216]","[51.85616886657339, 24.58474424934003, 35.81397165291445]",59.42,smartboard,2024-06-07 22:07:31,23.42,58.47,1
89,6b8c3295-3844-4d2c-bd5f-b23500b4a484,listening,65.7,5.06,0,4,"[0.5992586229541189, 0.16908225569986424, 0.10376869926516208, 0.7033909004172257, 0.6776375651212918]","[41.07888099996118, 48.96440760320326, 41.54430005920896]",6.32,tablet,2024-04-13 16:55:40,21.68,35.31,0
12,f843de8d-4524-41d5-8c88-193d46dbb3f8,speaking,63.94,9.65,5,4,"[0.639423752537949, 0.7557906558129424, 0.38382736893950575, 0.4538324165446137, 0.3132315945070511]","[9.696567096542474, 17.90316374415838, 79.75140452964858]",42.27,smartboard,2024-02-18 04:11:55,22.73,44.25,0
4,71cbd4a1-0dd3-4d19-93f5-f53f869ef7fd,reading,96.9,2.58,0,2,"[0.3525407319141244, 0.4149440682136427, 0.804183230991509, 0.9932631581457741, 0.31660346328143774]","[87.43073341370805, 83.06227604317912, 22.46573976417666]",26.96,smartboard,2024-02-11 14:00:20,22.05,59.35,1
49,d8ecf39e-3938-4377-9c12-50fd74ede53a,writing,67.24,8.39,1,2,"[0.40077344275579896, 0.7577833111985444, 0.47800990386609654, 0.6205237868048861, 0.849350595993518]","[80.41655649838842, 86.64231835397001, 5.961732534465902]",43.06,wearable,2024-02-26 08:58:28,20.7,42.47,0
77,16f93ec1-4240-42d8-99ba-339e0fcb5d72,reading,81.94,5.22,0,5,"[0.5676505082227068, 0.9968736779187573, 0.22169558234156928, 0.707910440802783, 0.45640086974705374]","[13.300979890732878, 15.873676337430954, 94.92731062456168]",53.38,wearable,2024-08-26 01:24:26,24.54,59.75,0
88,0444bb80-a99b-4ce5-b15d-c0df3067402c,writing,68.33,4.84,5,2,"[0.70229712693238, 0.5354222858745825, 0.4765505800405002, 0.4220301244020338, 0.6344025687491069]","[57.5593428640082, 16.14578340642401, 47.173983751843906]",35.44,wearable,2024-01-02 13:00:33,22.85,36.3,0
22,ab38be3c-5aff-4d02-a117-3fb50e6e79c5,writing,89.69,2.2,0,3,"[0.41934866998884646, 0.8021913836820702, 0.6075036289498621, 0.33504618925977425, 0.7254578074087429]","[56.73909441560734, 79.62436094563871, 73.50251861898234]",38.56,wearable,2024-03-11 07:16:33,22.44,34.0,1
4,1c68dee1-8aa9-45cf-b282-46acab116491,reading,70.45,5.35,1,4,"[0.6393693583057498, 0.5623370696937744, 0.3593660733635765, 0.1058179220107395, 0.5466152997107325]","[28.56259885622431, 73.46083007105351, 2.394626527048349]",37.17,wearable,2024-10-19 11:10:08,24.71,35.23,0
45,d2baa075-cc7d-41e5-9f62-baa2c55df848,speaking,78.87,2.73,5,3,"[0.6631137210352174, 0.595478512536603, 0.46662897179154916, 0.5692393193263671, 0.9069171926221091]","[19.629430231106703, 2.2564511705347234, 86.16648846991009]",36.74,smartboard,2024-07-14 23:27:02,24.45,47.91,0
31,1c8fdc08-9078-405e-95fb-f738cd5d1e07,listening,92.41,5.44,5,4,"[0.7748739381594419, 0.9217373202008704, 0.6149106673499857, 0.2627066355061416, 0.34191785352717835]","[19.86445768974058, 24.685702759573292, 30.64154493510364]",35.53,smartboard,2024-02-23 16:56:42,22.94,42.79,1
38,da137974-7f2c-4e56-86b9-060413b8c840,reading,84.62,2.65,4,3,"[0.179009413352344, 0.2546465143218926, 0.5662697482363103, 0.2925952108284822, 0.35495596314331956]","[40.03128361729941, 81.18661240103798, 1.3862135912860118]",40.72,smartboard,2024-11-13 09:01:51,23.34,53.96,0
99,fc389dd6-2c83-430e-8175-e269b82d3602,listening,97.31,2.16,5,4,"[0.2384053349618946, 0.8975541646503937, 0.5126667059683139, 0.6081315750401172, 0.6967244833508326]","[67.90666044956374, 93.17404033165082, 99.69494174116697]",44.61,wearable,2024-10-13 17:14:52,21.44,56.39,1
49,2078f0ea-5a8a-410e-a895-82df309e8143,writing,61.97,3.85,1,2,"[0.9076471457173434, 0.3305723629954195, 0.29858595365957363, 0.2243127638262225, 0.8732005818822248]","[50.00582591910867, 67.48932030541548, 23.906638407502967]",46.69,wearable,2024-11-04 05:00:29,23.8,39.38,0
62,9934d71e-aa3a-4ec7-8d0e-1abaa5268f89,listening,76.43,3.68,5,5,"[0.9789049209906139, 0.6810423193525704, 0.941089492643964, 0.3730469892662198, 0.8037018216972007]","[76.5858643884742, 69.16556518665415, 96.56389752668004]",26.65,wearable,2024-10-07 08:05:14,20.65,50.15,0
17,134ec398-cc67-46a4-8df5-cd0f91c57e31,writing,89.17,6.6,1,3,"[0.28613610382005666, 0.5540103475024198, 0.38097076291221643, 0.48471987535002015, 0.6806967182601975]","[74.52147426908346, 23.22246909013431, 40.532536064695336]",19.8,smartboard,2024-10-13 12:43:03,20.99,53.5,1
14,198d83b1-f7f0-4263-9f05-842ab5b8290a,reading,96.37,4.96,5,2,"[0.7761510319363901, 0.90729576042797, 0.8615117894772084, 0.2645320496853033, 0.9606626933620251]","[37.66764404294625, 33.92406611738363, 6.2431327277780335]",31.74,smartboard,2024-07-04 08:27:57,20.55,37.46,1
71,c2ecd265-117e-43ef-a08c-39eb2ad0bc62,writing,72.68,8.47,3,2,"[0.8879397853563069, 0.3722196857153227, 0.8728283091201166, 0.871507843632812, 0.7881858553463862]","[14.669511401518154, 69.0322846900729, 94.50240645805688]",42.54,smartboard,2024-06-22 15:48:45,21.66,45.02,0
